     2.70000000E+01   1.12754773E-01   6.46289918E-02   4.92881175E-02   1.08313844E-02   7.67443829E-03   4.31455423E-03   2.87636949E-03
     2.80000000E+01   9.50278037E-02   5.53801936E-02   4.23033914E-02   9.39856139E-03   6.66319111E-03   3.75012559E-03   2.50008373E-03
     2.90000000E+01   7.92610774E-02   4.68985226E-02   3.58787869E-02   8.05172750E-03   5.71153515E-03   3.21782432E-03   2.14521621E-03
     3.00000000E+01   6.54106720E-02   3.92454836E-02   3.00664541E-02   6.81017978E-03   4.83338568E-03   2.72572182E-03   1.81714788E-03
     3.10000000E+01   5.33964092E-02   3.24487439E-02   2.48922631E-02   5.68672036E-03   4.03804959E-03   2.27929272E-03   1.51952848E-03
     3.20000000E+01   4.31076988E-02   2.65057160E-02   2.03584142E-02   4.68805193E-03   3.33049403E-03   1.88155375E-03   1.25436917E-03
     3.30000000E+01   3.44104330E-02   2.13882205E-02   1.64469315E-02   3.81545541E-03   2.71181870E-03   1.53332102E-03   1.02221402E-03
     3.40000000E+01   2.71543448E-02   1.70477838E-02   1.31236921E-02   3.06566163E-03   2.17986897E-03   1.23355000E-03   8.22366668E-04
     3.50000000E+01   2.11802803E-02   1.34211396E-02   1.03426516E-02   2.43182669E-03   1.72992564E-03   9.79721739E-04   6.53147826E-04
     3.60000000E+01   1.63269214E-02   1.04355495E-02   8.04996157E-03   1.90452777E-03   1.35541147E-03   7.68241104E-04   5.12160736E-04
     3.70000000E+01   1.24366087E-02   8.01363623E-03   6.18773511E-03   1.47270893E-03   1.04856415E-03   5.94817896E-04   3.96545264E-04
     3.80000000E+01   9.36003993E-03   6.07751350E-03   4.69728336E-03   1.12452361E-03   8.01037128E-04   4.54808641E-04   3.03205760E-04
     3.90000000E+01   6.95974612E-03   4.55208856E-03   3.52172288E-03   8.48039366E-04   6.04403368E-04   3.43504303E-04   2.29002869E-04
     4.00000000E+01   5.11235790E-03   3.36750201E-03   2.60791888E-03   6.31787995E-04   4.50549583E-04   2.56356533E-04   1.70904355E-04
     4.10000000E+01   3.70976153E-03   2.46074007E-03   1.90778767E-03   4.65160103E-04   3.31959965E-04   1.89141459E-04   1.26094306E-04
     4.20000000E+01   2.65930700E-03   1.77650893E-03   1.37902427E-03   3.38655274E-04   2.41897062E-04   1.38065123E-04   9.20434153E-05
     4.30000000E+01   1.88326391E-03   1.26749426E-03   9.85348398E-04   2.44007400E-04   1.74493552E-04   9.98181462E-05   6.65454308E-05
     4.40000000E+01   1.31773079E-03   8.94144465E-04   6.96374924E-04   1.74209333E-04   1.24772012E-04   7.15892320E-05   4.77261547E-05
     4.50000000E+01   9.11193323E-04   6.24115753E-04   4.87215729E-04   1.23462378E-04   8.86107907E-05   5.10477046E-05   3.40318031E-05
     4.60000000E+01   6.22903242E-04   4.31505461E-04   3.37910927E-04   8.70748474E-05   6.26732495E-05   3.63048829E-05   2.42032553E-05
     4.70000000E+01   4.21217447E-04   2.95980569E-04   2.32773063E-04   6.13309698E-05   4.43155318E-05   2.58629173E-05   1.72419449E-05
     4.80000000E+01   2.82002010E-04   2.01885441E-04   1.59710240E-04   4.33473973E-05   3.14852141E-05   1.85581428E-05   1.23720952E-05
     4.90000000E+01   1.87171894E-04   1.37389561E-04   1.09576168E-04   3.09303365E-05   2.26201476E-05   1.35042844E-05   9.00285630E-06
     5.00000000E+01   1.23407404E-04   9.37146296E-05   7.55784949E-05   2.24422005E-05   1.65538889E-05   1.00392030E-05   6.69280198E-06
