     2.60000000E+01   1.32445433E-01   7.45474826E-02   5.67531249E-02   2.80112805E-02   2.07636823E-03   1.41636717E-03
     2.70000000E+01   1.12754773E-01   6.46289918E-02   4.92881175E-02   2.46238046E-02   1.84485994E-03   1.25869275E-03
     2.80000000E+01   9.50278037E-02   5.53801936E-02   4.23033914E-02   2.13712102E-02   1.61714097E-03   1.10353207E-03
     2.90000000E+01   7.92610774E-02   4.68985226E-02   3.58787869E-02   1.83124975E-02   1.39857038E-03   9.54549863E-04
     3.00000000E+01   6.54106720E-02   3.92454836E-02   3.00664541E-02   1.54918282E-02   1.19343185E-03   8.14678461E-04
     3.10000000E+01   5.33964092E-02   3.24487439E-02   2.48922631E-02   1.29385904E-02   1.00487708E-03   6.86078406E-04
     3.20000000E+01   4.31076988E-02   2.65057160E-02   2.03584142E-02   1.06682837E-02   8.34945241E-04   5.70150913E-04
     3.30000000E+01   3.44104330E-02   2.13882205E-02   1.64469315E-02   8.68405094E-03   6.84645559E-04   4.67593729E-04
     3.40000000E+01   2.71543448E-02   1.70477838E-02   1.31236921E-02   6.97865408E-03   5.54087439E-04   3.78489509E-04
     3.50000000E+01   2.11802803E-02   1.34211396E-02   1.03426516E-02   5.53669024E-03   4.42640713E-04   3.02414962E-04
     3.60000000E+01   1.63269214E-02   1.04355495E-02   8.04996157E-03   4.33685671E-03   3.49109395E-04   2.38559346E-04
     3.70000000E+01   1.24366087E-02   8.01363623E-03   6.18773511E-03   3.35410449E-03   2.71904208E-04   1.85842229E-04
     3.80000000E+01   9.36003993E-03   6.07751350E-03   4.69728336E-03   2.56155843E-03   2.09202081E-04   1.43022459E-04
     3.90000000E+01   6.95974612E-03   4.55208856E-03   3.52172288E-03   1.93212450E-03   1.59084354E-04   1.08792634E-04
     4.00000000E+01   5.11235790E-03   3.36750201E-03   2.60791888E-03   1.43974593E-03   1.19648843E-04   8.18557772E-05
     4.10000000E+01   3.70976153E-03   2.46074007E-03   1.90778767E-03   1.06030513E-03   8.90941739E-05   6.09830743E-05
     4.20000000E+01   2.65930700E-03   1.77650893E-03   1.37902427E-03   7.72196788E-04   6.57773253E-05   4.50533213E-05
     4.30000000E+01   1.88326391E-03   1.26749426E-03   9.85348398E-04   5.56616344E-04   4.82472396E-05   3.30760170E-05
     4.40000000E+01   1.31773079E-03   8.94144465E-04   6.96374924E-04   3.97618804E-04   3.52585100E-05   2.42008274E-05
     4.50000000E+01   9.11193323E-04   6.24115753E-04   4.87215729E-04   2.82005892E-04   2.57696464E-05   1.77164983E-05
     4.60000000E+01   6.22903242E-04   4.31505461E-04   3.37910927E-04   1.99096775E-04   1.89303859E-05   1.30422640E-05
     4.70000000E+01   4.21217447E-04   2.95980569E-04   2.32773063E-04   1.40430810E-04   1.40620920E-05   9.71451538E-06
     4.80000000E+01   2.82002010E-04   2.01885441E-04   1.59710240E-04   9.94417255E-05   1.06346227E-05   7.37104043E-06
     4.90000000E+01   1.87171894E-04   1.37389561E-04   1.09576168E-04   7.11329011E-05   8.24229517E-06   5.73463308E-06
     5.00000000E+01   1.23407404E-04   9.37146296E-05   7.55784949E-05   5.17741148E-05   6.58081374E-06   4.59735012E-06
